contentId,title,description,date,url,thumb,thumbL,classNames,publisher,cluster,contentTypes,viewType,images,thumbIsGif
48873431,Người dân phương Nam thành kính hướng về Quốc Giỗ,"Sáng 18/4 (mùng 10 tháng 3 âm lịch), nhiều tỉnh, thành phố đã tổ chức lễ Giỗ Tổ Hùng Vương, thể hiện truyền thống, đạo lý 'Uống nước nhớ nguồn' của dân tộc.",1713430140,/nguoi-dan-phuong-nam-thanh-kinh-huong-ve-quoc-gio-c48873431.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_115_48873431/84854b9696da7f8426cb.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_115_48873431/84854b9696da7f8426cb.jpg,,Báo Điện tử Đảng cộng sản VN,Tin Liên Quan,,,,
48873457,Google tiếp tục sa thải số lượng lớn nhân viên nhằm cắt giảm chi phí,Động thái của Google và những diễn biến tương tự trong khắp ngành công nghệ năm nay làm tăng thêm lo ngại rằng việc sa thải có thể tiếp tục xảy ra khi các công ty phải vật lộn với bất ổn kinh tế.,1713430140,/google-tiep-tuc-sa-thai-so-luong-lon-nhan-vien-nham-cat-giam-chi-phi-c48873457.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_293_48873457/c3006012bd5e54000d4f.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_293_48873457/c3006012bd5e54000d4f.jpg,,Báo VietnamPlus,Google,,,,
48873459,Chiếc bánh xèo đường kính 3m xuất hiện tại Lễ hội Bánh dân gian Nam Bộ,"Tại Lễ hội Bánh dân gian Nam Bộ lần thứ 11 đang diễn ra tại Thành phố Cần Thơ, ngày 18/4/2024, 15 đầu bếp và nghệ nhân ẩm thực đã thực hiện đổ chiếc bánh xèo có đường kính rộng 3m để phục vụ du khách. Chiếc bánh xèo này được đánh giá lớn nhất miền Tây từ trước đến nay. Các đầu bếp đã chuẩn bị 30kg bột, 27kg tôm, 10kg đậu xanh, 20kg dừa nạo, 20kg thịt vịt và 65kg rau các loại. Bánh sau khi đổ xong được chia nhỏ phục vụ khách tham quan Lễ hội bánh.",1713430140,/chiec-banh-xeo-duong-kinh-3m-xuat-hien-tai-le-hoi-banh-dan-gian-nam-bo-c48873459.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_294_48873459/b8770265df2936776f38.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_294_48873459/b8770265df2936776f38.jpg, is-photo,Báo Tin Tức TTXVN,Lê Thị Hồng Dung,[1],,,
48873420,"Mỗi cơ sở GDĐH được giới thiệu tối đa 3 ứng viên vào 1 HĐGS ngành, liên ngành","Hội đồng giáo sư nhà nước có công văn về việc giới thiệu ứng viên tham gia HĐGSNN nhiệm kỳ 2024-2029 và Hội đồng giáo sư ngành, liên ngành năm 2024.",1713429960,/moi-co-so-gddh-duoc-gioi-thieu-toi-da-3-ung-vien-vao-1-hdgs-nganh-lien-nganh-c48873420.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_231_48873420/7b137300ae4c47121e5d.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_231_48873420/7b137300ae4c47121e5d.jpg,,Tạp chí Giáo dục Việt Nam,Quyết Định Số 300/Qđ-Ttg,,,,
48873441,"Núi lửa Ruang phun trào, Indonesia cảnh báo sóng thần","Núi lửa Ruang của Indonesia phun trào trở lại vào đêm 16/4, giải phóng cột tro bụi khổng lồ cao hàng cây số.",1713429960,/nui-lua-ruang-phun-trao-indonesia-canh-bao-song-than-c48873441.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_258_48873441/8d061215cf5926077f48.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_258_48873441/8d061215cf5926077f48.jpg, is-video,Báo Bảo Vệ Pháp Luật,Bán Đảo Reykjanes,[2],,,
48873393,"Hồ Ngọc Hà thử thách câu hỏi ứng xử Hoa hậu, kết quả ra sao?",Hồ Ngọc Hà nêu quan điểm về câu hỏi mở trong các cuộc tuyển chọn nhan sắc.,1713429900,/ho-ngoc-ha-thu-thach-cau-hoi-ung-xu-hoa-hau-ket-qua-ra-sao-c48873393.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_329_48873393/a9274a2b97677e392776.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_329_48873393/a9274a2b97677e392776.jpg,,Tạp chí SaoStar,Tin Liên Quan,,,,
48873401,Mất gần 3 tỷ đồng từ lời làm quen rồi 'gạ' đầu tư trên mạng và một số website giả mạo có nguy cơ lừa đảo,"Một người đàn ông tại Hà Nội đã mất 2,7tỷ đồng sau khi được một nữ giới làm quen qua mạng và 'gạ' đầu tư vào sàn thương mại điện tử giả mạo.",1713429900,/mat-gan-3-ty-dong-tu-loi-lam-quen-roi-ga-dau-tu-tren-mang-va-mot-so-website-gia-mao-co-nguy-co-lua-dao-c48873401.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_91_48873401/c9bb44b799fb70a529ea.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_91_48873401/c9bb44b799fb70a529ea.jpg, is-video,Chuyên trang Gia Đình & Xã Hội - Báo Sức khỏe & Đời sống,Lừa Đảo,[2],,,
48873409,Indonesia: Núi lửa phun trào gây lo ngại sóng thần,"Ngày 17/4, chính quyền Indonesia đã ra lệnh sơ tán hàng trăm người dân ở khu vực đảo Ruang, Bắc Sulawesi do một ngọn núi lửa ở đây xảy ra nhiều đợt phun trào liên tục, làm dấy lên nguy cơ sóng thần.",1713429900,/indonesia-nui-lua-phun-trao-gay-lo-ngai-song-than-c48873409.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_595_48873409/41142e07f34b1a15435a.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_595_48873409/41142e07f34b1a15435a.jpg, is-video,Tạp chí Mekong Asean,Bán Đảo Reykjanes,[2],,,
48873411,"Bến Tre đầu tư 300 tỷ đồng xây kè chống sạt lở ven sông, biển","Để khắc phục sạt lở, ổn định đời sống dân sinh, tỉnh Bến Tre đang triển khai thi công 2 công trình bờ kè chống sạt lở lớn ven sông, ven biển, đảm bảo đạt tiến độ, chất lượng đề ra.",1713429900,/ben-tre-dau-tu-300-ty-dong-xay-ke-chong-sat-lo-ven-song-bien-c48873411.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_65_48873411/5d302b23f66f1f31467e.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_65_48873411/5d302b23f66f1f31467e.jpg,,Báo VOV,Tin Liên Quan,,,,
48873419,"Tử vi vui 12 cung hoàng đạo ngày 19/4: Cự Giải thuận lợi, Bảo Bình phát triển","Xem tử vi của 12 cung hoàng đạo trong ngày 19/4 về sự nghiệp, tài lộc, tình yêu. Hôm nay, Cự Giải hãy tin tưởng vào bản thân, Bảo Bình không nên lo lắng nhiều.",1713429843,/tu-vi-vui-12-cung-hoang-dao-ngay-19-4-cu-giai-thuan-loi-bao-binh-phat-trien-c48873419.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_83_48873419/f9d9d9ca0486edd8b497.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_83_48873419/f9d9d9ca0486edd8b497.jpg,,Báo VTC News,Kim Ngưu,,,,
48873382,Niềm vui mùa dứa chín,"Tháng 4, cây dứa vào chính vụ thu hoạch quả. Dứa đón đủ nắng, quả nào quả nấy 'mở mắt' căng tròn, chín mọng, chuyển màu vàng như những đốm lửa được thắp trên nương. Sau những mùa dứa giá thấp trong khi giá phân bón đẩy lên cao ngất ngưởng, nhiều người dân ở các vùng trồng tưởng như cạn hi vọng, thì năm nay dứa được mùa, giá cao 'kỷ lục'. Người trồng dứa nuôi lại niềm tin vào loại cây được gửi gắm nhiều kỳ vọng này.",1713429840,/niem-vui-mua-dua-chin-c48873382.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_438_48873382/0b562f5af2161b484207.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_438_48873382/0b562f5af2161b484207.jpg, is-photo,Báo Lào Cai,Tin Liên Quan,[1],,,
48873385,Hà Nội duyệt quy hoạch phân khu đô thị Sóc Sơn gần 630 ha,"Với tính chất là trung tâm của huyện Sóc Sơn, khu vực quy hoạch gồm các chức năng: hành chính đô thị, quảng trường, công viên cây xanh đô thị, các khu trung tâm thương mại tài chính và dịch vụ, bảo tàng, nhà hát, rạp chiếu phim...",1713429840,/ha-noi-duyet-quy-hoach-phan-khu-do-thi-soc-son-gan-630-ha-c48873385.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_595_48873385/a4a790ab4de7a4b9fdf6.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_595_48873385/a4a790ab4de7a4b9fdf6.jpg,,Tạp chí Mekong Asean,Khu Đô Thị Sóc Sơn,,,,
48873400,Người dân TP HCM gìn giữ truyền thống dâng lễ ngày giỗ Tổ,"Hàng ngàn người hội tụ tại Khu tưởng niệm các Vua Hùng, Công viên Lịch sử - Văn hóa dân tộc (phường Long Bình, TP Thủ Đức) để dâng hương tưởng niệm các bậc tiền nhân đã có công dựng nước và giữ nước",1713429840,/nguoi-dan-tp-hcm-gin-giu-truyen-thong-dang-le-ngay-gio-to-c48873400.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_15_48873400/e8657669ab25427b1b34.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_15_48873400/e8657669ab25427b1b34.jpg, is-video is-photo,Báo Người Lao Động,Lễ Giỗ Tổ Hùng Vương,"[2, 1]",,,
48873404,Cổ đông SHB chuẩn bị đón tin vui sau hơn 10 năm,"Tại ĐHĐCĐ thường niên tới đây, HĐQT SHB sẽ trình cổ đông phương án chia cổ tức bằng tiền tỷ lệ 5%, tương ứng số tiền là hơn 1.831 tỷ đồng.",1713429780,/co-dong-shb-chuan-bi-don-tin-vui-sau-hon-10-nam-c48873404.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_595_48873404/69150506d84a3114685b.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_595_48873404/69150506d84a3114685b.jpg,,Tạp chí Mekong Asean,Cổ Tức,,,,
48873381,"Chứng khoán lao dốc, cơ hội hay rủi ro?","Ngày 15/4, chứng khoán lao dốc, giảm mạnh nhất trong gần 2 năm qua, VN-Index rơi hơn 62 điểm. Đến phiên ngày 17/4, chỉ số VN-Index tiếp tục giảm, xuống 1.193,01 điểm, mất mốc 1.200 điểm.",1713429729,/chung-khoan-lao-doc-co-hoi-hay-rui-ro-c48873381.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_180_48873381/2a550459d915304b6904.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_180_48873381/2a550459d915304b6904.jpg, is-video,Báo Kiến Thức,Vn-Index,[2],,,
48873378,"Lấy ý kiến đóng góp về công tác tiếp công dân, xử lý đơn thư khiếu nại, tố cáo","Mới đây, Ban Nội chính Tỉnh ủy tổ chức hội nghị lấy ý kiến đóng góp của các cơ quan, đơn vị liên quan đối với Dự thảo Chỉ thị của Ban Thường vụ Tỉnh ủy về tăng cường sự lãnh đạo của các cấp ủy, tổ chức đảng trong công tác tiếp công dân, xử lý đơn, giải quyết khiếu nại, tố cáo trên địa bàn tỉnh.",1713429720,/lay-y-kien-dong-gop-ve-cong-tac-tiep-cong-dan-xu-ly-don-thu-khieu-nai-to-cao-c48873378.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_423_48873378/c4b4a1b87cf495aacce5.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_423_48873378/c4b4a1b87cf495aacce5.jpg,,Báo Đồng Nai,Tin Liên Quan,,,,
48873391,"Duy trì nghiêm trực sẵn sàng chiến đấu, nhất là dịp cao điểm lễ","Đó là chỉ đạo của trung tướng Nguyễn Doãn Anh, Ủy viên Trung ương Đảng, Phó tổng tham mưu trưởng, Trưởng đoàn kiểm tra của Bộ Tổng tham mưu Quân đội nhân dân Việt Nam về công tác trực sẵn sàng chiến đấu (SSCĐ) dịp cao điểm lễ tại Vùng 2 Hải quân chiều 17-4.",1713429720,/duy-tri-nghiem-truc-san-sang-chien-dau-nhat-la-dip-cao-diem-le-c48873391.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_423_48873391/c8c0cbcc1680ffdea691.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_423_48873391/c8c0cbcc1680ffdea691.jpg,,Báo Đồng Nai,Sscđ,,,,
48873392,Giáo dục truyền thống từ hoạt động về nguồn,"Ngày 18-4, nhân lễ giỗ Tổ Hùng Vương, Lữ đoàn 87, Binh chủng Hóa học, đóng tại huyện Nhơn Trạch đã tổ chức chuyến về nguồn tại di tích Địa đạo Củ Chi - Đền Bến Dược - nơi thờ cúng các anh hùng liệt sĩ hy sinh trong các cuộc kháng chiến bảo vệ Tổ quốc.",1713429720,/giao-duc-truyen-thong-tu-hoat-dong-ve-nguon-c48873392.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_423_48873392/bde7bfeb62a78bf9d2b6.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_423_48873392/bde7bfeb62a78bf9d2b6.jpg,,Báo Đồng Nai,Tin Liên Quan,,,,
48873406,OCB được cấp phép mở mới thêm 5 chi nhánh trong năm 2024,"Ngân hàng TMCP Phương Đông (OCB, mã: OCB) vừa nhận được công văn chấp thuận mở mới thêm 17 chi nhánh, phòng giao dịch trong năm 2024.",1713429720,/ocb-duoc-cap-phep-mo-moi-them-5-chi-nhanh-trong-nam-2024-c48873406.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_595_48873406/d923b7306a7c8322da6d.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_595_48873406/d923b7306a7c8322da6d.jpg,,Tạp chí Mekong Asean,Ngân Hàng Phương Đông,,,,
48873408,"Giá cà phê tăng phi mã, chạm mốc lịch sử gần 4.200 USD/tấn","Giá cà phê Robusta ghi nhận mốc giao dịch tăng cao nhất trong lịch sử ngành cà phê với 218 USD/tấn, tương ứng lên mức 4.195 USD/tấn, mức cao nhất mọi thời kỳ.",1713429720,/gia-ca-phe-tang-phi-ma-cham-moc-lich-su-gan-4-200-usd-tan-c48873408.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_595_48873408/4cbbdeb703fbeaa5b3ea.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_595_48873408/4cbbdeb703fbeaa5b3ea.jpg,,Tạp chí Mekong Asean,Robusta,,,,
48873410,TP.HCM di dời hơn 450 cây xanh để thi công tuyến Metro số 2,Ban Quản lý đường sắt đô thị TP.HCM (MAUR) vừa có thông báo đến các đơn vị liên quan về việc khởi công công trình gói thầu di dời cây xanh thuộc dự án xây dựng tuyến Metro số 2 (Bến Thành - Tham Lương).,1713429720,/tp-hcm-di-doi-hon-450-cay-xanh-de-thi-cong-tuyen-metro-so-2-c48873410.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_65_48873410/8d1bf7082a44c31a9a55.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_65_48873410/8d1bf7082a44c31a9a55.jpg,,Báo VOV,Metro Số 2,,,,
48873403,Apple cân nhắc việc thiết lập cơ sở sản xuất đầu tiên ở Indonesia,"Giám đốc điều hành Apple Tim Cook cho biết trong cuộc gặp với tổng thống Indonesia Joko Widodo, khả năng đầu tư của Apple vào Indonesia là 'không giới hạn'.",1713429715,/apple-can-nhac-viec-thiet-lap-co-so-san-xuat-dau-tien-o-indonesia-c48873403.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_309_48873403/1953905f4d13a44dfd02.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_309_48873403/1953905f4d13a44dfd02.jpg,,VietTimes,Tim Cook,,,,
48873362,WHO cảnh báo thành phần gây tử vong trong siro ho lưu hành ở nhiều quốc gia,"Hàng trăm trẻ em đã tử vong kể từ cuối năm 2022, do sử dụng siro ho nhiễm hóa chất độc hại ethylene glycol (EG).",1713429694,/who-canh-bao-thanh-phan-gay-tu-vong-trong-siro-ho-luu-hanh-o-nhieu-quoc-gia-c48873362.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_106_48873362/6b30833d5e71b72fee60.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_106_48873362/6b30833d5e71b72fee60.jpg, is-video,Chuyên trang An Ninh Thủ Đô - Báo Công an nhân dân,Who,[2],,,
48873364,Người dân nói gì trước thông tin buýt nhanh BRT có thể bị 'khai tử'?,"Sau hơn 7 năm hoạt động, tuyến buýt nhanh BRT tỏ rõ sự 'hụt hơi' trong việc thu hút người người dân sử dụng các phương tiện công cộng và chưa thể kéo giảm ùn tắc tại Thủ đô.",1713429660,/nguoi-dan-noi-gi-truoc-thong-tin-buyt-nhanh-brt-co-the-bi-khai-tu-c48873364.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_94_48873364/54579f5a4216ab48f207.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_94_48873364/54579f5a4216ab48f207.jpg, is-video is-photo,Báo Sức Khỏe & Đời Sống,Brt,"[2, 1]",,,
48873399,Phố Tuệ Tĩnh trước ngày thành phố ẩm thực,"Phố ẩm thực Tuệ Tĩnh (TP Hải Dương) dự kiến được khai trương vào ngày 26/4. Đây là điểm ăn uống, vui chơi, trải nghiệm sôi động của người dân.",1713429660,/pho-tue-tinh-truoc-ngay-thanh-pho-am-thuc-c48873399.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_428_48873399/28bb80b75dfbb4a5edea.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_428_48873399/28bb80b75dfbb4a5edea.jpg, is-photo,Báo Hải Dương,Tin Liên Quan,[1],,,
48873418,"WB và IMF công bố dự báo tăng trưởng, Bolivia hoài nghi","Ngày 17/4, chính phủ Bolivia đã bày tỏ sự hoài nghi về các dự báo do Ngân hàng thế giới (WB) và Quỹ Tiền tệ quốc tế (IMF) đưa ra về tăng trưởng kinh tế của quốc gia Nam Mỹ này.",1713429660,/wb-va-imf-cong-bo-du-bao-tang-truong-bolivia-hoai-nghi-c48873418.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_194_48873418/be82ed9130ddd98380cc.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_194_48873418/be82ed9130ddd98380cc.jpg,,Báo Thế Giới & Việt Nam,Tin Liên Quan,,,,
48873360,Khánh thành một số hạng mục tại Trường THCS Phổ Phong,"Chiều 17/4, UBND xã Phổ Phong (TX.Đức Phổ) phối hợp với Công ty CP Lọc hóa dầu Bình Sơn (BSR) tổ chức lễ khánh thành, bàn giao và đưa vào sử dụng các phòng học và một số hạng mục phụ trợ của Trường THCS Phổ Phong.",1713429600,/khanh-thanh-mot-so-hang-muc-tai-truong-thcs-pho-phong-c48873360.epi,https://photo-baomoi.bmcdn.me/w250_r3x2/2024_04_18_449_48873360/b901bf0c62408b1ed251.jpg,https://photo-baomoi.bmcdn.me/w700_r16x9/2024_04_18_449_48873360/b901bf0c62408b1ed251.jpg,,Báo Quảng Ngãi,Tin Liên Quan,,,,
